"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016579","protein deubiquitination","8/662","114/19443",0.0409965331439503,0.255568198959604,0.220942604762271,"Usp48/Uchl5/Kat2a/Usp3/Otud7a/Usp31/Usp24/Eny2",8
"GO:0071356","cellular response to tumor necrosis factor","10/662","156/19443",0.0410280405945535,0.255568198959604,0.220942604762271,"Akt1/Nfkbia/Nfkb1/Tjp2/Ptk2b/Ptpn2/Stat1/Cib1/Traf3/Rps3",10
"GO:0007173","epidermal growth factor receptor signaling pathway","7/662","94/19443",0.0413218518631792,0.25651369028014,0.2217599964252,"Akt1/Shc1/Src/Ptprj/Ptk2b/Ptpn2/Arf4",7
"GO:0045638","negative regulation of myeloid cell differentiation","7/662","94/19443",0.0413218518631792,0.25651369028014,0.2217599964252,"Hspa9/Nfkbia/Tjp2/Ptk2b/Ubash3b/Ptpn2/Cib1",7
"GO:0044784","metaphase/anaphase transition of cell cycle","5/662","56/19443",0.0414287900480731,0.25651369028014,0.2217599964252,"Rad21/Bub3/Tacc3/Ccnb1/Aurkb",5
"GO:0090307","mitotic spindle assembly","5/662","56/19443",0.0414287900480731,0.25651369028014,0.2217599964252,"Aurkb/Flna/Cdc20/Kpnb1/Rab11a",5
"GO:0090068","positive regulation of cell cycle process","14/662","245/19443",0.0414943054444333,0.25651369028014,0.2217599964252,"Rad21/Akt1/Cdca5/Cdc25a/Ccnb1/Ranbp1/Lmnb1/Aurkb/Met/Pkn2/Cdk1/Rab11a/Adamts1/Sox15",14
"GO:0006144","purine nucleobase metabolic process","3/662","23/19443",0.0419466963539096,0.25651369028014,0.2217599964252,"Gart/Mthfd1/Aprt",3
"GO:0010592","positive regulation of lamellipodium assembly","3/662","23/19443",0.0419466963539096,0.25651369028014,0.2217599964252,"Fscn1/Akirin1/Hsp90aa1",3
"GO:0016578","histone deubiquitination","3/662","23/19443",0.0419466963539096,0.25651369028014,0.2217599964252,"Kat2a/Usp3/Eny2",3
"GO:0036010","protein localization to endosome","3/662","23/19443",0.0419466963539096,0.25651369028014,0.2217599964252,"Vps35/Msn/Ankrd13a",3
"GO:0046685","response to arsenic-containing substance","3/662","23/19443",0.0419466963539096,0.25651369028014,0.2217599964252,"Zfand2a/Ppif/Gsto1",3
"GO:0140112","extracellular vesicle biogenesis","3/662","23/19443",0.0419466963539096,0.25651369028014,0.2217599964252,"Sdcbp/Pdcd6ip/Rab11a",3
"GO:1902884","positive regulation of response to oxidative stress","3/662","23/19443",0.0419466963539096,0.25651369028014,0.2217599964252,"Mcl1/Mmp3/Sod1",3
"GO:0007159","leukocyte cell-cell adhesion","17/662","315/19443",0.0422165313440161,0.25651369028014,0.2217599964252,"Ass1/Akt1/Adam8/Flot2/Xbp1/Il4ra/Msn/Cd44/Icam1/Casp3/Itgb1/Dlg5/Hsp90aa1/Ptpn2/Prnp/Rps3/Tfrc",17
"GO:0097191","extrinsic apoptotic signaling pathway","13/662","223/19443",0.0422852907599932,0.25651369028014,0.2217599964252,"Il33/Pea15a/Acvr1/Mcl1/Psme3/Fem1b/Tgfbr1/Itga6/Src/Icam1/Lcn2/Hmgb2/Map2k5",13
"GO:0030641","regulation of cellular pH","6/662","75/19443",0.04240630767898,0.25651369028014,0.2217599964252,"Tmem165/Tm9sf4/Gpr89/Slc4a11/Atp6v0c/Slc4a7",6
"GO:0045806","negative regulation of endocytosis","4/662","39/19443",0.0427587652929667,0.25651369028014,0.2217599964252,"Rabgef1/Sdcbp/Picalm/Ankrd13a",4
"GO:0090049","regulation of cell migration involved in sprouting angiogenesis","4/662","39/19443",0.0427587652929667,0.25651369028014,0.2217599964252,"Fgfbp1/Itgb1bp1/Cib1/Map2k5",4
"GO:2000816","negative regulation of mitotic sister chromatid separation","4/662","39/19443",0.0427587652929667,0.25651369028014,0.2217599964252,"Rad21/Bub3/Ccnb1/Aurkb",4
"GO:0009451","RNA modification","9/662","136/19443",0.0430711343268639,0.25651369028014,0.2217599964252,"Nhp2/Sephs2/Mettl6/Adar/Dkc1/Rbm47/Qtrt1/Ftsj3/Dph3",9
"GO:0031333","negative regulation of protein-containing complex assembly","9/662","136/19443",0.0430711343268639,0.25651369028014,0.2217599964252,"Vps35/Mtpn/Twf1/Pmepa1/Mapre1/Src/Evl/Eif4ebp1/Dyrk1a",9
"GO:0006066","alcohol metabolic process","17/662","316/19443",0.0432721222565219,0.25651369028014,0.2217599964252,"Tpi1/Nus1/Ldlr/Qdpr/Plcb4/Hmgcr/Nfkb1/Idh3a/Spr/Ptk2b/Impa1/Aco2/Fdft1/Ttc39b/Akr1b3/Akr1b8/Sod1",17
"GO:0018108","peptidyl-tyrosine phosphorylation","17/662","316/19443",0.0432721222565219,0.25651369028014,0.2217599964252,"Socs3/Acvr1/Src/Cd44/Icam1/Ptprj/Pxn/Itgb1/Ptprz1/Arl2bp/Ptk2b/Efna5/Ptpn2/Prnp/Dyrk1a/Suz12/Mvp",17
"GO:0043255","regulation of carbohydrate biosynthetic process","7/662","95/19443",0.0433584166384541,0.25651369028014,0.2217599964252,"Akt1/Fam3c/Nfkb1/Gfpt1/Ptk2b/Ptpn2/Hif1a",7
"GO:0000492","box C/D snoRNP assembly","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Ruvbl2/Znhit3",2
"GO:0006072","glycerol-3-phosphate metabolic process","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Gpd2/Gpd1l",2
"GO:0006488","dolichol-linked oligosaccharide biosynthetic process","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Nus1/Alg10b",2
"GO:0008300","isoprenoid catabolic process","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Akr1b8/Cyp26b1",2
"GO:0010452","histone H3-K36 methylation","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Smyd2/Iws1",2
"GO:0015014","heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Hs2st1/Ext2",2
"GO:0032908","regulation of transforming growth factor beta1 production","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Furin/Atp6ap2",2
"GO:0045176","apical protein localization","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Dlg5/Arf4",2
"GO:0051639","actin filament network formation","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Actn1/Arpc5",2
"GO:0070244","negative regulation of thymocyte apoptotic process","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Vhl/Hif1a",2
"GO:0070862","negative regulation of protein exit from endoplasmic reticulum","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Ube2j1/Ubac2",2
"GO:0072321","chaperone-mediated protein transport","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Timm8a1/Pex19",2
"GO:0072674","multinuclear osteoclast differentiation","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Adam8/Sbno2",2
"GO:0090091","positive regulation of extracellular matrix disassembly","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Fscn1/Clasp1",2
"GO:0097577","sequestering of iron ion","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Fth1/Lcn2",2
"GO:0150105","protein localization to cell-cell junction","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Flna/Dlg5",2
"GO:1900038","negative regulation of cellular response to hypoxia","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Vhl/Hyou1",2
"GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response","2/662","10/19443",0.0434552616809497,0.25651369028014,0.2217599964252,"Xbp1/Ptpn2",2
"GO:0030833","regulation of actin filament polymerization","10/662","158/19443",0.0441033733514504,0.259543093691454,0.224378961864939,"Arpc1b/Mtpn/Twf1/Arpc4/Icam1/Ptk2b/Evl/Cotl1/Arpc5/Gmfb",10
"GO:0006879","cellular iron ion homeostasis","5/662","57/19443",0.0441930797782723,0.259543093691454,0.224378961864939,"Fth1/Lcn2/Hif1a/Sod1/Tfrc",5
"GO:0009247","glycolipid biosynthetic process","5/662","57/19443",0.0441930797782723,0.259543093691454,0.224378961864939,"Pigq/St3gal2/B4galt5/Pigk/Pigf",5
"GO:0051306","mitotic sister chromatid separation","5/662","57/19443",0.0441930797782723,0.259543093691454,0.224378961864939,"Rad21/Bub3/Tacc3/Ccnb1/Aurkb",5
"GO:0048732","gland development","23/662","461/19443",0.0443771850472911,0.260084332261639,0.224846870861368,"Prkcsh/Rps6ka1/B4galt1/Fem1b/Sec63/Xbp1/Tgfbr1/Msn/Jarid2/Src/Cd44/Igf2r/Gfer/Zmpste24/Wdr77/Igsf3/Met/Hif1a/Arhgap5/Ccnb2/Aprt/Ly6e/Sod2",23
"GO:0009749","response to glucose","11/662","180/19443",0.044397779782439,0.260084332261639,0.224846870861368,"Casp6/Nadk/Tra2b/Xbp1/Map4k4/Icam1/Casp3/Hmgcr/Efna5/Hif1a/Eny2",11
"GO:2000181","negative regulation of blood vessel morphogenesis","8/662","116/19443",0.0446731113473413,0.261155135524816,0.225772596609397,"Sparc/Spry2/Itgb1bp1/Shc1/Atf2/Stat1/Adamts1/Map2k5",8
"GO:0016569","covalent chromatin modification","22/662","437/19443",0.0446935768498765,0.261155135524816,0.225772596609397,"Morf4l2/Actl6a/Ccna2/Mtf2/Ccnb1/Xbp1/Ruvbl2/Jarid2/Aurkb/Morf4l1/Smyd2/Vrk1/Kat2a/Suv39h1/Zmpste24/Pphln1/Kdm2a/Usp3/Rps6ka4/Suz12/Iws1/Eny2",22
"GO:1902117","positive regulation of organelle assembly","6/662","76/19443",0.0447745985629633,0.261298225452041,0.225896300033239,"G3bp2/Fscn1/Msn/Src/Sdcbp/Pdcd6ip",6
"GO:0007006","mitochondrial membrane organization","7/662","96/19443",0.0454586848238253,0.264622218206197,0.228769942451599,"Tomm40/Atf2/Immt/Slc25a5/Chchd10/Hsp90aa1/Ppif",7
"GO:0030004","cellular monovalent inorganic cation homeostasis","7/662","96/19443",0.0454586848238253,0.264622218206197,0.228769942451599,"Tmem165/Tm9sf4/Gpr89/Slc4a11/Atp6v0c/Atp1a1/Slc4a7",7
"GO:0071560","cellular response to transforming growth factor beta stimulus","12/662","203/19443",0.0455598465666695,0.264877497900813,0.228990635639957,"Strap/Acvr1/Furin/Xbp1/Tgfbr1/Pmepa1/Fos/Src/Sdcbp/Pxn/Ltbp1/Itga3",12
"GO:0060491","regulation of cell projection assembly","11/662","181/19443",0.0458886298016036,0.266453827817854,0.23035339688824,"Fam98a/Fscn1/Akirin1/Twf1/Tgfbr1/Src/Icam1/Evl/Hsp90aa1/Myo10/Plekhm1",11
"GO:0031062","positive regulation of histone methylation","4/662","40/19443",0.0462791263472456,0.267504213189767,0.231261471057951,"Mtf2/Xbp1/Jarid2/Suv39h1",4
"GO:0050856","regulation of T cell receptor signaling pathway","4/662","40/19443",0.0462791263472456,0.267504213189767,0.231261471057951,"Ptprj/Ptpn2/Prnp/Rps3",4
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","4/662","40/19443",0.0462791263472456,0.267504213189767,0.231261471057951,"Rad21/Bub3/Ccnb1/Aurkb",4
"GO:0018212","peptidyl-tyrosine modification","17/662","319/19443",0.0465523068892795,0.267504213189767,0.231261471057951,"Socs3/Acvr1/Src/Cd44/Icam1/Ptprj/Pxn/Itgb1/Ptprz1/Arl2bp/Ptk2b/Efna5/Ptpn2/Prnp/Dyrk1a/Suz12/Mvp",17
"GO:0007064","mitotic sister chromatid cohesion","3/662","24/19443",0.0467640424615604,0.267504213189767,0.231261471057951,"Cdca5/Bod1/Cdc20",3
"GO:0009065","glutamine family amino acid catabolic process","3/662","24/19443",0.0467640424615604,0.267504213189767,0.231261471057951,"Got2/Ppat/Gls",3
"GO:0032897","negative regulation of viral transcription","3/662","24/19443",0.0467640424615604,0.267504213189767,0.231261471057951,"Tardbp/Ifitm3/Trim8",3
"GO:0032928","regulation of superoxide anion generation","3/662","24/19443",0.0467640424615604,0.267504213189767,0.231261471057951,"Aatf/Gnai2/Sod1",3
"GO:0045109","intermediate filament organization","3/662","24/19443",0.0467640424615604,0.267504213189767,0.231261471057951,"Krt6b/Krt6a/Dnajb6",3
"GO:0045648","positive regulation of erythrocyte differentiation","3/662","24/19443",0.0467640424615604,0.267504213189767,0.231261471057951,"Hmgb2/Stat1/Hif1a",3
"GO:1901658","glycosyl compound catabolic process","3/662","24/19443",0.0467640424615604,0.267504213189767,0.231261471057951,"Fuca2/Ahcy/Adal",3
"GO:1901739","regulation of myoblast fusion","3/662","24/19443",0.0467640424615604,0.267504213189767,0.231261471057951,"Capn2/Il4ra/Ehd1",3
"GO:0072521","purine-containing compound metabolic process","19/662","367/19443",0.0470325619227496,0.268231254457315,0.231890009319267,"Impdh2/Tpi1/Atp5j2/Gart/Ndufc2/Atp5e/Ahcy/Ak1/Ampd3/Abcg2/Dld/Hint1/Dlat/Hmgcr/Adal/Pcmt1/Mthfd1/Hif1a/Aprt",19
"GO:0031122","cytoplasmic microtubule organization","5/662","58/19443",0.0470652417492174,0.268231254457315,0.231890009319267,"Tacc3/Clasp1/Kpnb1/Cib1/Rab11a",5
"GO:0043954","cellular component maintenance","5/662","58/19443",0.0470652417492174,0.268231254457315,0.231890009319267,"Vps35/Mtss1/Chchd10/Prnp/Itga3",5
"GO:0002181","cytoplasmic translation","6/662","77/19443",0.0472238024108736,0.26847283486231,0.232098859262868,"Eif5/Etf1/Eif2s3x/Eif4ebp1/Dph3/Eif2s2",6
"GO:0032465","regulation of cytokinesis","6/662","77/19443",0.0472238024108736,0.26847283486231,0.232098859262868,"Prpf40a/Incenp/Prc1/Aurkb/Pkn2/Rab11a",6
"GO:0071333","cellular response to glucose stimulus","9/662","139/19443",0.0483150096134141,0.274339034930221,0.237170278666132,"Nadk/Tra2b/Xbp1/Map4k4/Icam1/Hmgcr/Efna5/Hif1a/Eny2",9
"GO:0071496","cellular response to external stimulus","15/662","274/19443",0.0487976257015746,0.275814650748068,0.238445971040029,"Akt1/Fosl1/Ldha/Eif2s1/Xbp1/Aqp3/Itga6/Fos/Xpr1/Rraga/Slc2a1/Atp1a1/Dap/Ssh1/Tfrc",15
"GO:0009746","response to hexose","11/662","183/19443",0.0489721483888146,0.275814650748068,0.238445971040029,"Casp6/Nadk/Tra2b/Xbp1/Map4k4/Icam1/Casp3/Hmgcr/Efna5/Hif1a/Eny2",11
"GO:0032535","regulation of cellular component size","20/662","393/19443",0.0490684482096492,0.275814650748068,0.238445971040029,"Ifrd1/Arpc1b/Akt1/Limk1/Mtpn/Twf1/Arpc4/Wdr36/Icam1/Ptk2b/Evl/Cotl1/Efna5/Hsp90aa1/Arpc5/Gmfb/Slc12a7/Rab11a/Arhgap5/Picalm",20
"GO:0051881","regulation of mitochondrial membrane potential","6/662","78/19443",0.0497543646416223,0.275814650748068,0.238445971040029,"Ndufc2/Akt1/Src/Tspo/Sod1/Sod2",6
"GO:0043473","pigmentation","7/662","98/19443",0.049852162344483,0.275814650748068,0.238445971040029,"Sparc/Atp6ap2/Cdh3/Gnaq/Vhl/Rab11a/Sod2",7
"GO:0098876","vesicle-mediated transport to the plasma membrane","7/662","98/19443",0.049852162344483,0.275814650748068,0.238445971040029,"Vps35/Rab31/Vps29/Exoc6/Sys1/Arf4/Rab11a",7
"GO:0007623","circadian rhythm","12/662","206/19443",0.049920452920477,0.275814650748068,0.238445971040029,"Impdh2/Ass1/Ahcy/Tardbp/Suv39h1/Gfpt1/Kdm2a/Mat2a/Cdk1/Nrip1/Ppp1cc/Dyrk1a",12
"GO:0000959","mitochondrial RNA metabolic process","4/662","41/19443",0.0499558588649231,0.275814650748068,0.238445971040029,"Gars/Yars2/Chchd10/Ppargc1b",4
"GO:0032459","regulation of protein oligomerization","4/662","41/19443",0.0499558588649231,0.275814650748068,0.238445971040029,"Vps35/Mmp3/Ide/Src",4
"GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","4/662","41/19443",0.0499558588649231,0.275814650748068,0.238445971040029,"Msn/Pdcd6ip/Dlg5/Arf4",4
"GO:1905819","negative regulation of chromosome separation","4/662","41/19443",0.0499558588649231,0.275814650748068,0.238445971040029,"Rad21/Bub3/Ccnb1/Aurkb",4
"GO:2000008","regulation of protein localization to cell surface","4/662","41/19443",0.0499558588649231,0.275814650748068,0.238445971040029,"Akt1/Tm9sf4/Gpd1l/Picalm",4
"GO:0001836","release of cytochrome c from mitochondria","5/662","59/19443",0.050045601959697,0.275814650748068,0.238445971040029,"Akt1/Chchd10/Ppif/Sfn/Sod2",5
"GO:0006661","phosphatidylinositol biosynthetic process","5/662","59/19443",0.050045601959697,0.275814650748068,0.238445971040029,"Pigq/Cdipt/Pigk/Impa1/Pigf",5
"GO:0060711","labyrinthine layer development","5/662","59/19443",0.050045601959697,0.275814650748068,0.238445971040029,"Junb/Socs3/Akt1/Tmed2/Dnajb6",5
"GO:0002683","negative regulation of immune system process","22/662","443/19443",0.0504650251058689,0.275814650748068,0.238445971040029,"Il33/Akt1/Hspa9/Rabgef1/Thoc1/Nfkbia/Il4ra/Ldlr/Cd44/Ptprj/Casp3/Ythdf3/Gfer/Dlg5/Adar/Tjp2/Ptk2b/Ubash3b/Rnf26/Ptpn2/Prnp/Cib1",22
"GO:0034284","response to monosaccharide","11/662","184/19443",0.0505653361920613,0.275814650748068,0.238445971040029,"Casp6/Nadk/Tra2b/Xbp1/Map4k4/Icam1/Casp3/Hmgcr/Efna5/Hif1a/Eny2",11
"GO:1905475","regulation of protein localization to membrane","11/662","184/19443",0.0505653361920613,0.275814650748068,0.238445971040029,"Akt1/Itgb1bp1/Itgb1/Prnp/Cib1/Rab11a/Stom/Picalm/Itga3/Ppfia1/Ssh1",11
"GO:0006333","chromatin assembly or disassembly","10/662","162/19443",0.0507150730603817,0.275814650748068,0.238445971040029,"Nasp/Asf1a/Set/Suv39h1/Nap1l1/Mcm2/Pphln1/Ipo4/Gatad1/Grwd1",10
"GO:0071559","response to transforming growth factor beta","12/662","207/19443",0.0514351724239839,0.275814650748068,0.238445971040029,"Strap/Acvr1/Furin/Xbp1/Tgfbr1/Pmepa1/Fos/Src/Sdcbp/Pxn/Ltbp1/Itga3",12
"GO:1904950","negative regulation of establishment of protein localization","12/662","207/19443",0.0514351724239839,0.275814650748068,0.238445971040029,"Il33/Dnaja1/Serpinb1a/Ube2j1/Rabgef1/Itgb1bp1/Fbln1/Map4k4/Ubac2/Hmgcr/Dph3/Eny2",12
"GO:1901990","regulation of mitotic cell cycle phase transition","14/662","253/19443",0.0517275554296308,0.275814650748068,0.238445971040029,"Rad21/Akt1/Cdca5/Bub3/Cdc25a/Psme3/Ccnb1/Lmnb1/Aurkb/Cenpf/Cdk1/Rab11a/Ccng1/Adamts1",14
"GO:0000154","rRNA modification","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Nhp2/Dkc1/Ftsj3",3
"GO:0006335","DNA replication-dependent nucleosome assembly","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Nasp/Asf1a/Ipo4",3
"GO:0007413","axonal fasciculation","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Casp6/Casp3/Ptprz1",3
"GO:0010640","regulation of platelet-derived growth factor receptor signaling pathway","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Src/Ptprj/Ptpn2",3
"GO:0010894","negative regulation of steroid biosynthetic process","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Nfkb1/Atp1a1/Sod1",3
"GO:0034723","DNA replication-dependent nucleosome organization","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Nasp/Asf1a/Ipo4",3
"GO:0045939","negative regulation of steroid metabolic process","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Nfkb1/Atp1a1/Sod1",3
"GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Ptprj/Ptpn2/Prnp",3
"GO:0051443","positive regulation of ubiquitin-protein transferase activity","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Ube2s/Dcun1d5/Cdc20",3
"GO:0051894","positive regulation of focal adhesion assembly","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Itgb1bp1/Map4k4/Ptprj",3
"GO:0060338","regulation of type I interferon-mediated signaling pathway","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Ythdf3/Adar/Ptpn2",3
"GO:0070861","regulation of protein exit from endoplasmic reticulum","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Ube2j1/Tm9sf4/Ubac2",3
"GO:0089718","amino acid import across plasma membrane","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Slc1a5/Slc7a1/Arl6ip1",3
"GO:0106030","neuron projection fasciculation","3/662","25/19443",0.0518409865779335,0.275814650748068,0.238445971040029,"Casp6/Casp3/Ptprz1",3
"GO:0016570","histone modification","21/662","420/19443",0.051933802909647,0.275814650748068,0.238445971040029,"Morf4l2/Actl6a/Ccna2/Mtf2/Ccnb1/Xbp1/Ruvbl2/Jarid2/Aurkb/Morf4l1/Smyd2/Vrk1/Kat2a/Suv39h1/Zmpste24/Kdm2a/Usp3/Rps6ka4/Suz12/Iws1/Eny2",21
"GO:0000727","double-strand break repair via break-induced replication","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Mcm2/Mcm5",2
"GO:0006107","oxaloacetate metabolic process","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Mdh2/Got2",2
"GO:0007039","protein catabolic process in the vacuole","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Vps35/Ldlr",2
"GO:0018206","peptidyl-methionine modification","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Naa15/Naa25",2
"GO:0032463","negative regulation of protein homooligomerization","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Vps35/Src",2
"GO:0032905","transforming growth factor beta1 production","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Furin/Atp6ap2",2
"GO:0043653","mitochondrial fragmentation involved in apoptotic process","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Vps35/Nptx1",2
"GO:0046007","negative regulation of activated T cell proliferation","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Casp3/Prnp",2
"GO:0046040","IMP metabolic process","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Gart/Ampd3",2
"GO:0051014","actin filament severing","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Myh9/Gmfb",2
"GO:0051574","positive regulation of histone H3-K9 methylation","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Jarid2/Suv39h1",2
"GO:0060124","positive regulation of growth hormone secretion","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Serp1/Itsn1",2
"GO:0072584","caveolin-mediated endocytosis","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Src/Itsn1",2
"GO:0086103","G protein-coupled receptor signaling pathway involved in heart process","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Src/Gnai2",2
"GO:0098887","neurotransmitter receptor transport, endosome to postsynaptic membrane","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Vps35/Rab11a",2
"GO:1901163","regulation of trophoblast cell migration","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Calr/Arhgdib",2
"GO:1901857","positive regulation of cellular respiration","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Ccnb1/Cdk1",2
"GO:2000232","regulation of rRNA processing","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Riok1/Wdr75",2
"GO:2000288","positive regulation of myoblast proliferation","2/662","11/19443",0.0519378419105455,0.275814650748068,0.238445971040029,"Atf2/Sox15",2
"GO:0000910","cytokinesis","9/662","141/19443",0.0520359964197999,0.275814650748068,0.238445971040029,"Myh9/Prpf40a/Incenp/Prc1/Aurkb/Pdcd6ip/Pkn2/Rab11a/Cenpa",9
"GO:0071331","cellular response to hexose stimulus","9/662","141/19443",0.0520359964197999,0.275814650748068,0.238445971040029,"Nadk/Tra2b/Xbp1/Map4k4/Icam1/Hmgcr/Efna5/Hif1a/Eny2",9
"GO:0048525","negative regulation of viral process","7/662","99/19443",0.0521461766916951,0.276082048876306,0.238677140799029,"Fbln1/Fam111a/Tardbp/Ifitm3/Adar/Trim8/Stat1",7
"GO:0033045","regulation of sister chromatid segregation","6/662","79/19443",0.0523666573490955,0.276932139894187,0.239412057445702,"Rad21/Cdca5/Bub3/Tacc3/Ccnb1/Aurkb",6
"GO:0007098","centrosome cycle","8/662","120/19443",0.0526603472041041,0.278001523380269,0.240336555774784,"Slc16a1/Xpo1/Ranbp1/Haus1/Pdcd6ip/Kat2a/Haus2/4933427D14Rik",8
"GO:0072659","protein localization to plasma membrane","15/662","277/19443",0.0526891679967796,0.278001523380269,0.240336555774784,"Vps35/Rab31/Akt1/Flot2/Itgb1bp1/Flna/Rab8b/Itgb1/Sys1/Prnp/Cib1/Rab11a/Picalm/Itga3/Ppfia1",15
"GO:0045732","positive regulation of protein catabolic process","12/662","208/19443",0.052980845549438,0.279076112527116,0.241265554476971,"Vps35/Zfand2a/Il33/Akt1/Adam8/Xbp1/Msn/Ldlr/Dda1/Ptk2b/Hsp90aa1/Tiparp",12
"GO:0009201","ribonucleoside triphosphate biosynthetic process","5/662","60/19443",0.053134352882705,0.279076112527116,0.241265554476971,"Impdh2/Atp5j2/Ndufc2/Atp5e/Cad",5
"GO:0046850","regulation of bone remodeling","5/662","60/19443",0.053134352882705,0.279076112527116,0.241265554476971,"Adam8/Ubash3b/Ppargc1b/Plekhm1/Tfrc",5
"GO:1905818","regulation of chromosome separation","5/662","60/19443",0.053134352882705,0.279076112527116,0.241265554476971,"Rad21/Bub3/Tacc3/Ccnb1/Aurkb",5
"GO:0033048","negative regulation of mitotic sister chromatid segregation","4/662","42/19443",0.053788322754654,0.281232610601822,0.243129879943637,"Rad21/Bub3/Ccnb1/Aurkb",4
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","4/662","42/19443",0.053788322754654,0.281232610601822,0.243129879943637,"Cd44/Aen/Shisa5/Phlda3",4
"GO:0044091","membrane biogenesis","4/662","42/19443",0.053788322754654,0.281232610601822,0.243129879943637,"Pex19/Flot2/Picalm/Serinc1",4
"GO:0097178","ruffle assembly","4/662","42/19443",0.053788322754654,0.281232610601822,0.243129879943637,"Fam98a/Icam1/Evl/Plekhm1",4
"GO:0071326","cellular response to monosaccharide stimulus","9/662","142/19443",0.0539649444195544,0.281837257748226,0.243652606621027,"Nadk/Tra2b/Xbp1/Map4k4/Icam1/Hmgcr/Efna5/Hif1a/Eny2",9
"GO:0034329","cell junction assembly","19/662","374/19443",0.0547997821462568,0.285874258555303,0.247142655372687,"Vps35/Fscn1/Itgb1bp1/Map4k4/Src/Sdcbp/Ptprj/Pxn/Pdcd6ip/Cdh3/Itgb1/Clasp1/Actn1/Lama3/Dlg5/Ptk2b/Nptx1/Efna5/Pkn2",19
"GO:0006720","isoprenoid metabolic process","6/662","80/19443",0.055060979346548,0.286589917274487,0.247761353247387,"Nus1/Hmgcr/Fdft1/Akr1b3/Akr1b8/Cyp26b1",6
